Feed_Flow,Feed_Conc,CW_Inlet_Temp,CW_Valve,Reactor_Temp,Reactor_Press,CW_Flow,Reaction_Rate,Product_Conc,Byproduct_Conc,HX_Outlet_Temp,Energy_Index,Feed_Flow_norm,Feed_Conc_norm,CW_Inlet_Temp_norm,CW_Valve_norm,Reactor_Temp_norm,Reactor_Press_norm,CW_Flow_norm,Reaction_Rate_norm,Product_Conc_norm,Byproduct_Conc_norm,HX_Outlet_Temp_norm,Energy_Index_norm
100.29802849180673,0.8491704141929729,25.29145984214531,61.37072687076722,-4.9542134682652215,14.605484576630957,33.92585256723094,0.6176123940149235,-7.849456358851111,0.14229894719850245,-4.654909690527463,-1.0699860037997637,0.47605740828472415,-0.04156852474237154,0.6472558565153507,1.5363197664283346,-0.8438109859401633,0.37546843098292754,1.5270698333686912,-0.7929995930259041,-0.8577747484649334,-0.87580314012645,-0.696373126421087,-1.1557653321369217
100.14517736293962,0.8385203185320532,24.223786975369137,59.49394122368312,-4.948729625369777,14.55824109369574,32.8831479333033,0.6310968466575811,-7.84483631477383,0.15069505312735257,-5.262779617256679,-1.0758265377572223,0.17398162018423743,-1.8809699819280468,-1.7438815908313878,-0.69278352501222,-0.8164207541879049,-0.21283273219805457,-0.713137220088504,-0.6644067287618797,-0.794836735758436,-0.5508954539085942,-2.349282717455417,-1.2299881153162495
99.6733703652849,0.8506655355382592,24.482052890159963,60.3381282165111,-4.888946457827613,14.497292913583166,33.35278593163782,0.630252883368837,-7.806888943969634,0.15515857324765897,-4.578204659778406,-1.0714433610361886,-0.7584385176597046,0.21665717282394684,-1.16547474033767,0.3098775978644454,-0.5178208772249625,-0.9717921277861956,0.295860267989715,-0.6724550833751007,-0.2778866664728453,-0.37816871523174994,-0.48779810826234454,-1.1742857467020758
100.12531815700285,0.8382419792567213,24.402316277995705,60.177175112282214,-4.976662268803431,14.559887677272776,33.2774221203771,0.5887646582858589,-7.854310170291866,0.14541338337087545,-4.912352110509685,-1.0383251855264184,0.13473437792399456,-1.9290425706575798,-1.3440511612653825,0.11870973862510428,-0.9559363442017084,-0.1923285912359329,0.13394428903628658,-1.068102562589297,-0.9238973310687368,-0.7552824774271061,-1.396406186811754,-0.7534127275464376
100.20617097374108,0.8394217590678236,25.14583778622766,59.653425947625315,-4.968223974550382,14.584521942436854,32.97445348328356,0.598462630694545,-7.863410918049985,0.1531392565661494,-4.44996443841788,-1.074419556307337,0.2945217378039372,-1.7252802033707872,0.3211237968745434,-0.5033596962300836,-0.9137894702683291,0.11443047794634198,-0.5169710859503042,-0.9756190126347891,-1.0478751478293737,-0.4563110726877194,-0.13908947419036705,-1.2121078872664148
99.71249545729283,0.8488860461400171,24.502149261697287,58.923414038327394,-4.644914194395412,14.537184454008553,32.586786733944116,0.7624700225929032,-7.822827197065828,0.1439392315095391,-4.459549969747712,-1.0101429360766547,-0.681116596059267,-0.0906823569216835,-1.12046733401125,-1.370412336117351,0.7010507020444297,-0.4750412920038864,-1.3498567929887113,0.5884177965393661,-0.4950105638011335,-0.8123283597038834,-0.16515428834475676,-0.39526653652150706
99.97850437653403,0.859387861934884,23.821114703159616,60.739712253937704,-4.706455351924953,14.571641104680138,33.58110816896797,0.7365230486071019,-7.748465371084051,0.15732632900754875,-4.73019150202354,-0.9099529334242487,-0.1554099524962712,1.7231093583074497,-2.6456978484606415,0.7868485833408241,0.3936701663189201,-0.04596861552043142,0.7864009924530473,0.34097759320006976,0.5180069464721152,-0.29428214755385995,-0.9010781509348839,0.8779699342825593
99.51490383826409,0.8469894577384928,25.411930952965932,60.29587599869372,-5.239624483872931,14.43914699905405,33.33019547623704,0.4481023670879313,-7.777737634805006,0.17610930697753677,-4.614718148717364,-1.0372093223696495,-1.0716118739322247,-0.41824631320111255,0.9170603943757603,0.2596936261606295,-2.2693576347393316,-1.6958562108388462,0.2473256246372504,-2.4095116207412355,0.11923626913653357,0.43257074880372015,-0.5870849678608699,-0.7392320944492028
100.17767216623875,0.8515663316330793,25.002301055489106,59.78887157996237,-4.712798531153324,14.596541187401558,33.04175906625708,0.737673242889038,-7.908122402479039,0.1929730409847263,-4.405768388489045,-1.1488554047747486,0.23820027128945026,0.3722356485665895,-0.0003380128415893652,-0.342487672659966,0.3619877945909645,0.26410055631435975,-0.3723678715708177,0.3519462829269605,-1.656971495840526,1.0851538443125823,-0.018912325098162337,-2.1580549328290215
100.15453023443366,0.849553324505403,24.13655295311543,59.976137512095704,-4.697920011344731,14.596309781833192,33.15978054246267,0.7482340188375736,-7.767116457884959,0.11943015274356104,-4.733018485365284,-0.9285636242263436,0.19246546160893774,0.02456475791346886,-1.9392490519558312,-0.12006743711433611,0.4363017589874349,0.26121897018695933,-0.11880369351659104,0.45265785528820635,0.2639266133778714,-1.7607666167561855,-0.9087652360723356,0.6414612043816917
